Sentence Number;Text;Label
1658;Vista la nota di ARPA , agli atti regionali con protocollo n  1782 del 14 gennaio 2014 , con la quale l’ ARPA Lombardia - Dipartimento di Monza e Brianza ha ritenuto soddisfacente quanto ricevuto in risposta alle richieste della CdS del 18 novembre 2013;0
1659;Ritenuto pertanto , di approvare il « Piano di Caratterizzazione Integrativo ai sensi dell’ art  242 comma 3 del d lgs;0
1660;152/2006 , relativo al sito AdS AGIP-ENI n  2326 « Vimercate Ovest » , ubicato nei Comuni di Usmate Velate e Vimercate ( MB ) e di autorizzare gli interventi in esso previsti , con le osservazioni e prescrizioni espresse dalla Conferenza di Servizi , di cui all’ allegato 1(omissis ) al presente atto;0
1661;Evidenziato che , al fine dei necessari controlli a garanzia degli interventi di cui trattasi , la società ENI R&M s p a  o , in sua vece , le società da essa incaricate , dovrà trasmettere agli Enti territorialmente interessati , ogni documento necessario per una corretta informazione tecnico - procedurale , relativa all’ esecuzione dei lavori di cui trattasi , a mente del programma temporale degli interventi e delle azioni connesse;0
1662;Vista la l r;0
1663;7 luglio 2008 , n  20 « Testo Unico delle leggi regionali in materia di organizzazione e personale » , nonché i provvedimenti organizzativi della X legislatura;0
1664;Dato atto che il presente provvedimento rientra tra le competenze della Struttura Individuata dalla d g r   n  87 del 29 aprile 2013 ( ovvero altro provvedimento organizzativo ) DECRETA di approvare , ai sensi del comma 3 dell’ art  242 del d lgs;0
1665;3 aprile 2006 , n  152 , il « Piano di Caratterizzazione Integrativo » relativo al sito AdS AGIP-ENI n  2326 « Vimercate Ovest » , presentato dalla società ENI R&M s p a  ed acquisito agli atti regionali con prot   n  del   e contestualmente di autorizzare la realizzazione delle operazioni in esso previste , con il rispetto delle prescrizioni ed osservazioni di cui al verbale di Conferenza di Servizi del 18 novembre 2013;0
1666;che , al fine dei necessari controlli a garanzia degli interventi di cui trattasi , la Società ENI R&M s p a  dovrà trasmettere agli Enti territorialmente interessati , ogni documento necessario per una corretta informazione tecnico - procedurale , relativa all’ esecuzione dei lavori di cui trattasi , a mente del programma temporale degli interventi e delle azioni connesse;0
1667;di dare atto che l’ eventuale proroga dei tempi di ultimazione della caratterizzazione è condizionata alla presentazione di idonea documentazione attestante le motivazioni e le cause del ritardo;0
1668;di comunicare il presente atto alla società ENI R&M s p a  , e di trasmetterne copia ai Comuni di Usmate Velate e Vimercate , alla Provincia di Monza e Brianza , all’ A R P A  Lombardia – Dipartimento Provinciale di Monza e Brianza e all’ ASL della Provincia di Monza e Brianza;0
1669;di provvedere a pubblicare sul Bollettino Ufficiale della Regione Lombardia , il presente provvedimento , ad esclusione dell’ Allegato 1;0
1670;di dare atto , ai sensi dell’ art  3 , legge 7 agosto 1990 , n  241 , che contro il presente provvedimento , potrà essere presentato ricorso giurisdizionale al Tribunale Amministrativo Regionale , entro 60 ( sessanta ) giorni dalla data di comunicazione dello stesso , ovvero ricorso straordinario al Presidente della Repubblica entro 120 ( centoventi ) giorni dalla predetta data;0
1671;Il dirigente ad interim della struttura Angelo Elefanti;0
1672;Bollettino Ufficiale;0
1673;Serie Ordinaria n  5 - Giovedì 30 gennaio 2014;0
1674;D G  Famiglia , solidarietà sociale e volontariato D d g;0
1675;14 gennaio 2014 - n  115 Ampliamento dell’ accreditamento della seguente unità di offerta socio sanitaria : Residenza sanitario assistenziale per persone con disabilità ( R S D  );0
1676;“ Fondazione Clotilde Rango ” , cod   struttura 303008405 , con sede in Alzate Brianza ( CO ) via Aldo Moro , 201 , gestita da “ Fondazione Clotilde Rango Onlus ” , con stessa sede , CF n  90007950133;0
1677;IL DIRETTORE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Visti : −− il d lgs;0
1678;30 dicembre 1992 , n  502 , e successive modificazioni ed integrazioni;0
1679;−− il d p r;0
1680;14 gennaio 1997 « Approvazione dell’ atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali , tecnologici ed organizzativi minimi per l’ esercizio delle attività sanitarie da parte delle strutture pubbliche e private »;0
1681;−− i dd p c m;0
1682;14 febbraio 2001 « Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie » e 29 novembre 2001 « Definizione dei livelli essenziali di assistenza »;0
1683;−− la l r;0
1684;2 aprile 2007 , n  8 « Disposizioni in materia di attività sanitarie e socio - sanitarie;0
1685;Collegato »;0
1686;−− la l r;0
1687;12 marzo 2008 , n  3 « Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio - sanitario »;0
1688;−− la l r;0
1689;30 dicembre 2009 , n  33 : « Testo unico delle leggi regionali in materia di sanità »;0
1690;−− la d c r;0
1691;17 novembre 2010 , n  88 di approvazione del « Piano Socio Sanitario Regionale 2010 – 2014 »;0
1692;Richiamate le dd g r   : −− la d g r;0
1693;7 aprile 2003 , n  12620 « Definizione della nuova unità d’ offerta “ Residenza Sanitario Assistenziale per persone con disabilità ” ( R S D  );0
1694;Attuazione dell’ art  12 , comma 2 della l r;0
1695;11 luglio 1997 , n  31 »;0
1696;−− la d g r;0
1697;8 agosto 2003 , n  14039 « Primo provvedimento attuativo della d g r   n  12620 del 7 aprile 2003 : Definizione del sistema tariffario della residenza sanitario assistenziale per disabili »;0
1698;−− 6 dicembre 2011 , n  2633 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2012 »;0
1699;−− 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1700;−− 20 dicembre 2013 , n  1185 « Determinazioni in ordine alla gestione del servizio socio sanitario regionale per l’ esercizio 2014 »;0
1701;Dato atto che l’ unità di offerta : ( R S D  );0
1702;« Fondazione Clotilde Rango » , cod   struttura n  303008405 , con sede in Alzate Brianza ( CO ) via Aldo Moro , 201 , gestita da « Fondazione Clotilde Rango Onlus » , con stessa sede , CF n  90007950133 , è già abilitata , accreditata per 30 posti con d g r   del 5 agosto 2004 n  18544 e a contratto;0
1703;Rilevato che l’ ente gestore « Fondazione Clotilde Rango Onlus » indicato in oggetto ha presentato S C I A con contestuale istanza di accreditamento , protocollata in Regione in data 2 ottobre 2013 , n  prot;0
1704;13303 , per la R S D  di Alzate Brianza ( CO ) , relativamente all’ ampliamento di n  2 posti letto;0
1705;Ritenuto di accogliere la richiesta di ampliamento dell’ accreditamento in oggetto , sussistendo tutti i requisiti previsti dalla normativa vigente;0
1706;Stabilito che la ASL territorialmente competente deve provvedere , entro 90 giorni dall’ approvazione del presente atto , all’ effettuazione di una visita di vigilanza , al fine della verifica del mantenimento dei requisiti di accreditamento;0
1707;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge , coincidente con la data del 15 gennaio 2014;0
1708;Viste la l r;0
1709;7 luglio 2008 , n  20 e la d g r   n  3 del 20 marzo 2013 « Costituzione delle Direzioni Centrali e Generali , incarichi e altre disposizioni organizzative – I provvedimento organizzativo – X legislatura » , con la quale è stato affidato l’ incarico di Direttore Generale della Direzione Famiglia , Solidarietà sociale e Volontariato a Giovanni Daverio;0
1710;Ravvisata la necessità di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e per la relativa comunicazione all’ ente gestore interessato , ed alla ASL territorialmente competente;0
1711;2   di disporre che , entro 90 giorni dall’ approvazione del presente atto , la ASL territorialmente competente provveda all’ effettuazione di una ulteriore visita di vigilanza , al fine della verifica della permanenza dei requisiti di accreditamento;0
1712;3   di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e la comunicazione all’ ente gestore interessato , nonché alla ASL territorialmente competente;0
1713;15 gennaio 2014 - n  162 Accreditamento della seguente unità di offerta socio sanitaria : “ Consultorio familiare di Corteolona ” con sede in Corteolona ( PV ) , in via Longobardi n  1 , gestito dalla ASL di Pavia , CF 01748780184 , in sostituzione del consultorio familiare , già accreditato , con sede sempre in Corteolona ( PV ) , in via Longobardi n  3 IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Visti : −− la l  29 luglio 1975 , n  405 « Istituzione dei Consultori Familiari »;0
1714;−− la l r;0
1715;6 settembre 1976 , n  44 « Istituzione del servizio per l’ educazione sessuale , per la procreazione libera e consapevole , per l’ assistenza alla maternità , all’ infanzia e alla famiglia »;0
1716;−− il d lgs;0
1717;30 dicembre 1992 , n  502 , e successive modificazioni ed integrazioni;0
1718;−− il d p r;0
1719;14 gennaio 1997 « Approvazione dell’ atto di indirizzo e coordinamento alle Regioni ed alle Province autonome di Trento e Bolzano in materia di requisiti strutturali , tecnologici ed organizzativi minimi per l’ esercizio delle attività sanitarie da parte delle strutture pubbliche e private »;0
1720;−− la l r;0
1721;6 dicembre 1999 , n  23 « Politiche regionali per la famiglia »;0
1722;−− i dd p c m;0
1723;14 febbraio 2001 « Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie » e 29 novembre 2001 « Definizione dei livelli essenziali di assistenza »;0
1724;−− la l r;0
1725;2 aprile 2007 , n  8 « Disposizioni in materia di attività sanitarie e socio - sanitarie;0
1726;Collegato »;0
1727;Bollettino Ufficiale;0
1728;– 29 – Serie Ordinaria n  5 - Giovedì 30 gennaio 2014;0
1729;−− la l r;0
1730;12 marzo 2008 , n  3 « Governo della rete degli interventi e dei servizi alla persona in ambito sociale e socio - sanitario »;0
1731;−− la l r;0
1732;30 dicembre 2009 , n  33 : « Testo unico delle leggi regionali in materia di sanità »;0
1733;−− la d c r;0
1734;17 novembre 2010 , n  88 di approvazione del « Piano Socio Sanitario Regionale 2010 – 2014 »;0
1735;Richiamate le dd g r   : −− la d g r;0
1736;11 dicembre 2000 , n  2594 « Determinazioni in materia di autorizzazione al funzionamento del servizio per le attività consultoriali in ambito materno infantile »;0
1737;−− la d g r;0
1738;26 gennaio 2001 , n  3264 « Determinazioni in materia di accreditamento del servizio per le attività consultoriali in ambito materno infantile »;0
1739;−− 1 dicembre 2010 n  937 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2011 »;0
1740;−− 6 dicembre 2011 n  2633 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2012 »;0
1741;−− 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1742;−− 28 dicembre 2012 n  4597 « Attuazione della d g r;0
1743;6 dicembre 2011 n  2633 – Determinazioni in ordine alla gestione del servizio socio sanitario regionale per l’ esercizio 2012 : abrogazione della d g r;0
1744;6 aprile 2001n;0
1745;4141 – Definizione ed adozione in via provvisoria e sperimentale del tariffario delle prestazioni consultoriali in ambito materno infantile »;0
1746;−− 20 dicembre 2013 n  1185 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2014 »;0
1747;Vista la d g r   del 20 febbraio 2009 n  8983 , con la quale è stato riconosciuto l’ accreditamento del Consultorio Familiare pubblico di Corteolona ( Pv ) con sede in via Longobardi n  3 , cod   struttura n  312000211 , gestito dalla ASL di Pavia , CF 01748780184;0
1748;Rilevato che il legale rappresentante dell’ ente gestore , la ASL di Pavia , ha presentato S C I A  con contestuale richiesta di accreditamento , pervenuta in data 22 ottobre 2013 , prot   n  G1 2013 14497 del 23 ottobre 2013 , per il Consultorio Familiare pubblico denominato « Consultorio Familiare di Corteolona » con sede in Corteolona ( PV ) , in via Longobardi n  1 , in sostituzione del Consultorio Familiare già accreditato , con sede sempre in Corteolona ( PV ) , in via Longobardi n  3 , che ha cessato l’ attività;0
1749;Ritenuto di dover accogliere la richiesta di accreditamento del Consultorio Familiare in oggetto , in quanto sussistono tutti i requisiti previsti dalla normativa vigente;0
1750;Stabilito che la ASL di Lodi deve provvedere , entro 90 giorni dall’ approvazione del presente atto , all’ effettuazione di una visita di vigilanza , al fine della verifica del mantenimento dei requisiti di accreditamento;0
1751;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti ai sensi di legge , coincidente con la data del 17 gennaio 2014;0
1752;Viste la l r;0
1753;7 luglio 2008 , n  20 e la d g r   n  3 del 20 marzo 2013 « Costituzione delle Direzioni Centrali e Generali , incarichi e altre disposizioni organizzative – I provvedimento organizzativo – X legislatura » , con la quale è stato affidato l’ incarico di Direttore Generale della Direzione Famiglia , Solidarietà sociale e Volontariato a Giovanni Daverio;0
1754;Ravvisata la necessità di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e la comunicazione alla ASL di Pavia e alla ASL di Lodi;0
1755;2   di iscrivere , dalla data di approvazione del presente decreto , nell’ apposito registro regionale delle unità di offerta socio sanitarie accreditate , il nuovo Consultorio Familiare in oggetto , e di cancellare il Consultorio Familiare con sede in via Longobardi n  3 , che ha cessato l’ attività;0
1756;3   di disporre che entro 90 giorni dall’ approvazione del presente atto , la ASL di Lodi provveda all’ effettuazione di un’ ulteriore visita di controllo , al fine della verifica della permanenza dei requisiti dell’ accreditamento;0
1757;4   di disporre per la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e la comunicazione alla ASL di Pavia e alla ASL di Lodi;0
1758;Bollettino Ufficiale;0
1759;Serie Ordinaria n  6 - Giovedì 06 febbraio 2014;0
1760;D G  Famiglia , solidarietà sociale e volontariato D d g;0
1761;29 gennaio 2014 - n  514 Voltura dell’ accreditamento per la seguente unità di offerta socio sanitaria : R S A  Villa Serena con sede in Galbiate ( LC ) , piazza A  Grandi n  1 da : Villa Serena s p a  con sede legale in Galbiate ( LC ) , piazza A  Grandi n  1 , CF 02600960138 al nuovo gestore : KCS Caregiver cooperativa sociale con sede legale in Bergamo , via A  Manzoni n  7 , CF 02125100160 ed iscrizione nell’ apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Vista la d g r   del 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1762;Richiamato in particolare l’ Allegato A della sopra citata d g r   , che reca disposizioni circa le procedure da seguire nei casi di variazione dell’ Ente Gestore di una unità di offerta socio sanitaria accreditata;0
1763;Vista altresì la d g r   del 20 dicembre 2013 n  1185 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2014 »;0
1764;Dato atto che , verificata la documentazione prodotta a corredo della richiesta di parere preventivo per la voltura presentata , nei modi previsti dalla citata d g r   n  3540/12 , dall’ Ente Gestore uscente e l’ Ente Gestore subentrante , la Direzione Generale Famiglia , Solidarietà Sociale e Volontariato ha rilasciato il parere positivo con nota prot n  17333 in data 31 dicembre 2013;0
1765;Preso atto che , ottenuto il parere positivo della Direzione Generale intestata , il Legale Rappresentante del nuovo Ente Gestore subentrante KCS Caregiver Cooperativa Sociale , CF 02125100160 , con nota protocollata in data 3 gennaio 2014 prot   n  75 , sottoscritta anche dal Legale Rappresentante dell’ Ente Gestore uscente , ha presentato a Regione Lombardia richiesta di voltura dell’ accreditamento per l’ unità d’ offerta R S A  Villa Serena di Galbiate ( LC ) , Piazza A  Grandi n  1 , già accreditata con d d g   n  11331 del 3 dicembre 2013 per n  184 posti letto e a contratto per n  182 posti letto;0
1766;Atteso che : −− l ’ ASL di Lecco ha verificato il possesso dei requisiti di accreditamento in capo all’ Ente Gestore subentrante , come attestato dalla deliberazione del Direttore Generale n  3 del 13 gennaio 2014 , trasmessa alla Direzione Generale Famiglia , Solidarietà Sociale e Volontariato con nota protocollata in data 21 gennaio 2014 prot   n  701 , −− l’ immobile dove è esercitata l’ attività dell’ unità di offerta oggetto della presente voltura è di proprietà di Villa Serena s p a  e sarà condotto a titolo di concessione , da parte dell’ Ente Gestore subentrante , −− l’ attività è esercitata a seguito di sottoscrizione di contratto di concessione per la gestione della R S A  sino al 31 dicembre 2035 , −− per la realizzazione dell’ immobile sede dell’ attività sono stati impiegati finanziamenti regionali ex d g r;0
1767;33576 del 19 dicembre 1997;0
1768;Dato atto che il presente provvedimento conclude il relativo procedimento nei termini previsti dalla d g r   n  3540/2012 , con scadenza in data 20 febbraio 2014;0
1769;Visti la l r;0
1770;7 luglio 2008 , n  20 ed i provvedimenti organizzativi della X Legislatura , adottati dalla Giunta Regionale;0
1771;Richiamata in particolare la d g r;0
1772;20 marzo 2013 n  3 « Costituzione delle Direzioni Centrali e Generali , incarichi e altre disposizioni organizzative – I provvedimento organizzativo – X legislatura » , con la quale è stato affidato l’ incarico di Direttore Generale della Direzione Famiglia , Solidarietà sociale e Volontariato a Giovanni Daverio;0
1773;Ravvisata la necessità di disporre la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e la relativa comunicazione all’ ente gestore interessato ed alla ASL territorialmente competente;0
1774;DECRETA 1   di provvedere , a favore del seguente nuovo Ente Gestore : KCS Caregiver Cooperativa Sociale con sede legale in Bergamo , Via A  Manzoni n  7 , CF 02125100160 , alla voltura dell’ accreditamento della seguente unità di offerta socio sanitaria : R S A  Villa Serena con sede in Galbiate ( LC ) , Piazza A  Grandi n  1 , codice struttura 305002901 , già accreditata con d d g   n  11331 del 3 dicembre 2013 per n  184 posti letto e a contratto per n  182 posti letto , con decorrenza dalla data del presente provvedimento , sulla base delle verifiche compiute dall’ ASL di Lecco;0
1775;2   di provvedere altresì all’ iscrizione della suddetta voltura nell’ apposito registro regionale;0
1776;3   di stabilire che il nuovo soggetto gestore subentra nel contratto sottoscritto con l’ ASL di Lecco , che dovrà essere modificato in relazione alla variazione del soggetto gestore e conseguentemente trasmesso alla Direzione Generale Famiglia , Solidarietà Sociale e Volontariato;0
1777;4   di disporre che , entro 90 giorni dall’ adozione del presente atto , l’ ASL territorialmente competente effettui una visita di vigilanza , al fine di verificare la permanenza dei requisiti di accreditamento;0
1778;5   di disporre la pubblicazione del presente decreto sul Bollettino Ufficiale della Regione Lombardia e la comunicazione all’ ente gestore interessato , nonché alla ASL di Lecco;0
1779;29 gennaio 2014 - n  515 Voltura dell’ accreditamento per la seguente unità di offerta socio sanitaria : consultorio familiare « A I E D  Milano » con sede in Milano , viale Regina Giovanna n  36 , dall’ associazione non riconosciuta A I E D  - Milano - CF 12295130152 al nuovo gestore : associazione A I E D  - Milano con sede legale in Milano , viale Regina Giovanna n  36 - CF 08298990964 ed iscrizione nell’ apposito registro regionale IL DIRETTORE GENERALE DELLA DIREZIONE GENERALE FAMIGLIA , SOLIDARIETÀ SOCIALE E VOLONTARIATO Vista la d g r   del 30 maggio 2012 n  3540 « Determinazioni in materia di esercizio e accreditamento delle unità di offerta sociosanitarie e razionalizzazione del relativo sistema di vigilanza e controllo »;0
1780;Richiamato in particolare l’ Allegato A della sopra citata d g r   , che reca disposizioni circa le procedure da seguire nei casi di variazione dell’ Ente Gestore di una unità di offerta socio sanitaria accreditata;0
1781;Vista altresì la d g r   del 20 dicembre 2013 n  1185 « Determinazioni in ordine alla gestione del Servizio Socio Sanitario regionale per l’ esercizio 2014 »;0
1782;Dato atto che , verificata la documentazione prodotta a corredo della richiesta di parere preventivo per la voltura presentata , nei modi previsti dalla citata d g r   n  3540/12 , dall’ Ente Gestore uscente e l’ Ente Gestore subentrante , la Direzione Generale Famiglia , Solidarietà Sociale e Volontariato ha rilasciato il parere positivo con nota prot n  10564 in data 30 luglio 2013;0
1783;Preso atto che , ottenuto il parere positivo della Direzione Generale intestata , il Legale Rappresentante del nuovo Ente Gestore subentrante , Associazione A I E D  - Milano , CF 08298990964 , con nota protocollata in data 5 novembre 2013 prot   n  15031 , integrata con nota prot   n  15457 del 18 novembre 2013 , sottoscritta anche dal Legale Rappresentante dell’ Ente Gestore uscente , ha presentato a Regione Lombardia richiesta di voltura dell’ accreditamento per l’ unità d’ offerta : Consultorio Familiare A I E D  di Milano , già accreditato con d g r   n  3087 del 7 marzo 2012 e a contratto;0
1784;Atteso che : −− l ’ ASL di Milano ha verificato il possesso dei requisiti di accreditamento in capo all’ Ente Gestore subentrante , come attestato dalla Deliberazione del Direttore Generale n  1619 del 23 dicembre 2013 , trasmessa alla Direzione Generale Famiglia , Solidarietà Sociale e Volontariato con nota protocollata in data 8 gennaio 2014 prot   n  165 , −− l’ immobile dove è esercitata l’ attività dell’ unità di offerta oggetto della presente voltura è di proprietà della Combi Line International s p a  e sarà condotto a titolo di locazione , da parte dell’ Ente Gestore subentrante , −− l’ attività è esercitata a titolo di gestione diretta ,;0
1785;Bollettino Ufficiale;0
1786;– 39 – Serie Ordinaria n  5 - Mercoledì 29 gennaio 2014;0
1787;D G  Ambiente , energia e sviluppo sostenibile D d s;0
1788;22 gennaio 2014 - n  343 Progetto di rifacimento del ponte pedonale denominato “ Cavallo ” sul fiume Brembo di Valleve in località Cambrembo ( BG );0
1789;Proponente : comune di Valleve;0
1790;Verifica di assoggettabilità alla valutazione d’ impatto ambientale , ai sensi del d lgs;0
1791;152/2006 e della l r;0
1792;5/2010 IL DIRIGENTE DELLA STRUTTURA VALUTAZIONE D’ IMPATTO AMBIENTALE OMISSIS DECRETA 1     di escludere dalla procedura di valutazione d’ impatto ambientale - ai sensi del d lgs;0
1793;152/2006 e della l r;0
1794;b    particolare riguardo dovrà essere riservato all’ esecuzione degli interventi di finitura per l’ inserimento ambientale e al ripristino delle aree di cantiere nello stato ante operam;0
1795;2     il Comune di Valleve , in qualità di Autorità competente all’ autorizzazione del progetto in parola , è tenuta a vigilare sul rispetto delle prescrizioni di cui al precedente punto 1 , da recepirsi nel provvedimento di autorizzazione , ai sensi e per gli effetti dell’ art  29 del d lgs;0
1796;152/2006;0
1797;3     ai sensi dell’ art  26 , comma 6 del d lgs;0
1798;152/2006 , il progetto in parola dovrà essere realizzato entro cinque anni dalla data di pubblicazione del presente provvedimento;0
1799;4     di trasmettere copia del presente decreto al proponente Comune di Valleve e di informare contestualmente dell’ avvenuta decisione e delle modalità di reperimento la Provincia di Bergamo , il Comune di Foppolo , la Comunità Montana Valle Brembana e l’ Ente gestore del Parco regionale delle Orobie Bergamasche;0
1800;5     di provvedere alla pubblicazione sul BURL della sola parte dispositiva del presente decreto;0
1801;6     di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www cartografia regione lombardia it/silvia/;0
1802;7     di rendere noto che contro il presente decreto è proponibile ricorso giurisdizionale presso il T A R  della Lombardia secondo le modalità di cui al d lgs;0
1803;2 luglio 2010 , n  104 , ovvero è ammesso ricorso straordinario al capo dello Stato , rispettivamente entro 60 o 120 giorni dalla data di avvenuta notificazione del presente atto;0
1804;Bollettino Ufficiale;0
1805;– 61 – Serie Ordinaria n  6 - Mercoledì 05 febbraio 2014;0
1806;D d s;0
1807;29 gennaio 2014 - n  544 Progetto di piccola derivazione d’ acqua a scopo idroelettrico sul torrente Varrone denominata « Fontanon dal Dent » nel comune di Premana ( LC );0
1808;Proponente : comune di Premana;0
1809;Verifica ai sensi dell’ art  20 del d  lgs;0
1810;152/2006;0
1811;D d s;0
1812;29 gennaio 2014 - n  545 Progetto di piccola derivazione d’ acqua a scopo idroelettrico sul torrente Varrone denominata « Ciarei » nel comune di Premana ( LC );0
1813;Proponente : comune di Premana;0
1814;Verifica ai sensi dell’ art  20 del d  lgs;0
1815;152/2006;0
1816;IL DIRIGENTE DELLA STRUTTURA VALUTAZIONE DI IMPATTO AMBIENTALE OMISSIS DECRETA 1   di assoggettare alla procedura di Valutazione di impatto ambientale ai sensi dell’ art  20 , comma 6 del d lgs;0
1817;152/06 il progetto relativo alla « Piccola derivazione d’ acqua a scopo idroelettrico sul torrente Varrone denominata Fontanon dal Dent nel comune di Premana ( LC ) » , secondo la soluzione progettuale indicata negli elaborati prodotti dal Proponente per le motivazioni espresse in premessa;0
1818;2   lo studio di impatto ambientale dovrà analizzare in particolare le componenti di sensibilità ambientale significative , come emerse dall’ applicazione della metodologia di cui alla d g r;0
1819;2987/2012 , nonché sanare le carenze informative e di analisi evidenziate rispetto ad altre componenti degli indicatori di sensibilità ambientale;0
1820;3   di trasmettere copia del presente decreto al Comune di Premana ( Proponente ) , con sede in Via Vittorio Emanuele , 15 , Premana ( LC );0
1821;4   di informare contestualmente i seguenti soggetti dell’ avvenuta decisione finale e delle modalità di reperimento della stessa : – Provincia di Lecco;0
1822;– ARPA – Sede Centrale;0
1823;5   di provvedere alla pubblicazione sul BURL della sola parte dispositiva del presente decreto;0
1824;6   di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www cartografia regione lombardia it/silvia/;0
1825;7   di rendere noto che contro il presente decreto è proponibile ricorso giurisdizionale presso il T A R  della Lombardia secondo le modalità di cui al d lgs;0
1826;2 luglio 2010 , n  104 , ovvero è ammesso ricorso straordinario al Capo dello Stato , rispettivamente entro 60 o 120 giorni dalla data di avvenuta notificazione del presente atto;0
1827;IL DIRIGENTE DELLA STRUTTURA VALUTAZIONI DI IMPATTO AMBIENTALE OMISSIS DECRETA 1   di assoggettare alla procedura di Valutazione di Impatto Ambientale ai sensi dell’ art  20 , comma 6 del d lgs;0
1828;152/06 il progetto relativo alla « Piccola derivazione d’ acqua a scopo idroelettrico sul torrente Varrone denominata Ciarei nel comune di Premana ( LC ) » , secondo la soluzione progettuale indicata negli elaborati prodotti dal Proponente per le motivazioni espresse in premessa;0
1829;2   lo Studio di Impatto Ambientale dovrà analizzare in particolare le componenti di sensibilità ambientale significative , come emerse dall’ applicazione della metodologia di cui alla d g r;0
1830;2987/2012 , nonché sanare le carenze informative e di analisi evidenziate rispetto ad altre componenti degli indicatori di sensibilità ambientale;0
1831;3   di trasmettere copia del presente decreto al Comune di Premana ( Proponente ) , con sede in Via Vittorio Emanuele , 15 , Premana ( LC );0
1832;4   di informare contestualmente i seguenti soggetti dell’ avvenuta decisione finale e delle modalità di reperimento della stessa : – Provincia di Lecco;0
1833;– ARPA – Sede Centrale;0
1834;5   di provvedere alla pubblicazione sul BURL della sola parte dispositiva del presente decreto;0
1835;6   di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www cartografia regione lombardia it/silvia/;0
1836;7   di rendere noto che contro il presente decreto è proponibile ricorso giurisdizionale presso il T A R  della Lombardia secondo le modalità di cui al d lgs;0
1837;2 luglio 2010 , n  104 , ovvero è ammesso ricorso straordinario al Capo dello Stato , rispettivamente entro 60 o 120 giorni dalla data di avvenuta notificazione del presente atto;0
1838;Bollettino Ufficiale;0
1839;– 31 – Serie Ordinaria n  3 - Martedì 15 gennaio 2013;0
1840;D G  Ambiente , energia e reti D d s;0
1841;28 dicembre 2012 - n  12613 Determinazioni in merito agli adeguamenti dei sistemi di monitoraggio in continuo alle emissioni ( SME ) ed alla “ Rete SME ” di cui alla d g r   n  11352/2010 IL DIRIGENTE DELLA STRUTTURA ATTIVITÀ PRODUTTIVE E RISCHIO INDUSTRIALE Vista la Parte Quinta del d lgs   n  152/06 : « Norme in materia di tutela dell’ aria e di riduzione delle emissioni in atmosfera » ed in particolare l’ Allegato VI « Criteri per la valutazione della conformità dei valori limite misurati ai valori di emissione »;0
1842;richiamati −− la d g r   n  11352 del 10 febbraio 2010 : « Linee di indirizzo ai fini dell’ implementazione della rete di monitoraggio delle emissioni dei grandi impianti di combustione ai sensi dell’ art  4 della legge regionale 11 dicembre 2006 , n  24 » con cui Regione Lombardia ha introdotto la Rete SME , individuandone nello specifico il campo di applicazione ( impianti individuati nella parte A dell’ Allegato alla delibera ) e le modalità e le tempistiche di attuazione ( parte B dell’ Allegato );0
